time,open,high,low,close,volume,ticker,industry,MA10,MA20,MA50,MA200,rsi,macd,upper_band,lower_band,RS
2021-11-26,47550,48150,46070,46510,30833000,SSI,Dịch vụ tài chính,43136.0,40411.5,37326.8,29329.735,77.01863354037266,2676.552440632011,47637.77158724551,33185.22841275449,84.54855431530095
2021-11-29,45630,48150,45630,48070,29749300,SSI,Dịch vụ tài chính,43962.0,41016.0,37544.0,29480.635,80.15122873345936,2872.304885917758,48690.23961602781,33341.76038397219,90.74834562160342
2021-11-30,49380,50160,47810,48590,23961600,SSI,Dịch vụ tài chính,44931.0,41605.0,37783.8,29630.785,80.36159600997506,3034.420848624053,49715.849134598095,33494.150865401905,87.68253760737748
2021-12-01,48240,48850,47030,47980,23255800,SSI,Dịch vụ tài chính,45744.0,42192.0,38016.8,29772.635,79.66625463535229,3078.193516287116,50367.044438958575,34016.955561041425,78.89807549293117
2021-12-02,47810,48500,46940,46940,21243400,SSI,Dịch vụ tài chính,46175.0,42670.0,38227.0,29910.035,74.2874109263658,2994.446250025554,50778.05187842049,34561.94812157951,74.89949154791074
2021-12-03,47030,47290,43890,43890,44930900,SSI,Dịch vụ tài chính,46348.0,43000.0,38378.2,30032.585,60.828025477707,2651.4027080824526,50713.738939130155,35286.261060869845,65.94253424929977
2021-12-06,43990,45460,42590,44330,31273800,SSI,Dịch vụ tài chính,46556.0,43282.5,38569.4,30158.235,64.7795318454001,2387.520699915258,50739.658694132355,35825.341305867645,64.71155997643027
2021-12-07,45200,45630,44160,45370,15874100,SSI,Dịch vụ tài chính,46573.0,43626.0,38771.0,30286.885,64.95124593716142,2236.530286679823,50782.436631673474,36469.563368326526,68.62257203805137
2021-12-08,45630,45980,45030,45030,13008700,SSI,Dịch vụ tài chính,46452.0,43935.0,38974.4,30414.285,57.49063670411985,2065.6229226158175,50748.61948793121,37121.38051206879,69.82405824475234
2021-12-09,44330,46770,44330,46770,16383100,SSI,Dịch vụ tài chính,46348.0,44354.5,39203.0,30550.385,63.3314054366686,2046.9846980914226,50748.25180197537,37960.74819802463,77.94924796379047
2021-12-10,46680,46770,45720,46070,13984900,SSI,Dịch vụ tài chính,46304.0,44720.0,39442.8,30683.685,60.67039106145251,1953.2141837422023,50580.71667972443,38859.28332027557,74.60957101946094
2021-12-13,46240,46940,45460,46410,15527800,SSI,Dịch vụ tài chính,46138.0,45050.0,39700.0,30813.435,53.9568345323741,1884.6109125712464,50473.59368141205,39626.40631858795,73.2005526652109
2021-12-14,46330,46860,45720,45810,14532300,SSI,Dịch vụ tài chính,45860.0,45395.5,39913.8,30940.035,48.552188552188554,1761.5216156416282,49985.89489185386,40805.10510814614,66.80776165973356
2021-12-15,45630,46150,44940,44940,13911100,SSI,Dịch vụ tài chính,45556.0,45650.0,40118.2,31062.885,39.85865724381625,1575.6081024843297,49440.57557079329,41859.42442920671,64.13421122748619
2021-12-16,45110,45200,43890,44250,22318500,SSI,Dịch vụ tài chính,45287.0,45731.0,40295.6,31186.385,41.65435745937961,1356.950984170384,49313.37145800907,42148.62854199093,58.01504737672759
2021-12-17,44330,45980,44250,45630,16143000,SSI,Dịch vụ tài chính,45461.0,45904.5,40498.0,31316.785,40.86826347305389,1280.260068292846,49070.593226010504,42738.406773989496,61.11003941227838
2021-12-20,45630,47370,45290,46510,18584000,SSI,Dịch vụ tài chính,45679.0,46117.5,40699.6,31451.285,42.4198250728863,1275.7841647615205,48781.82869001202,43453.17130998798,63.23446100190487
2021-12-21,46150,46680,45630,45630,12291900,SSI,Dịch vụ tài chính,45705.0,46139.0,40892.6,31582.835,41.6011436740529,1187.5391216556527,48778.98325353543,43499.01674646457,59.12961788075745
2021-12-22,45630,45890,44160,44420,22770800,SSI,Dịch vụ tài chính,45644.0,46048.0,41068.2,31708.185,41.10169491525424,1008.343841482616,48796.56211212529,43299.43788787471,55.88383935756795
2021-12-23,44160,44250,41730,42590,26281600,SSI,Dịch vụ tài chính,45226.0,45787.0,41207.2,31821.885,44.97681607418857,710.4746750623453,48808.8509489872,42765.1490510128,51.54320107722151
2021-12-24,42770,43420,42070,42630,8847400,SSI,Dịch vụ tài chính,44882.0,45593.0,41351.2,31937.135,43.22169059011164,472.1957022252391,48903.78683603828,42282.21316396172,52.148321107997326
2021-12-27,43420,43420,42590,42730,6529300,SSI,Dịch vụ tài chính,44514.0,45326.0,41495.6,32053.735,38.62068965517241,288.10595766938786,48656.92937876442,41995.07062123558,52.335449527535026
2021-12-28,42850,43070,42420,42420,9860100,SSI,Dịch vụ tài chính,44175.0,45017.5,41633.0,32170.235,38.72082973206568,115.86349731742666,48215.83427040753,41819.16572959247,50.96328737463217
2021-12-29,42510,43810,41810,43160,9809600,SSI,Dịch vụ tài chính,43997.0,44776.5,41795.6,32290.735,32.92336802270577,38.62665804090648,47753.66413988036,41799.33586011964,56.758009700628165
2021-12-30,43630,45890,43550,45720,16605600,SSI,Dịch vụ tài chính,44144.0,44715.5,42019.8,32422.035,48.59211584875301,181.88979925684544,47552.722325852505,41878.277674147495,63.14466161250356
2021-12-31,45980,46070,44850,45030,9609300,SSI,Dịch vụ tài chính,44084.0,44772.5,42238.8,32549.885,44.60093896713615,237.01744779631554,47585.596252586445,41959.403747413555,61.35416899360812
2022-01-04,45630,46410,45110,46070,16445000,SSI,Dịch vụ tài chính,44040.0,44859.5,42494.4,32682.635,50.983358547655065,360.47053485377546,47722.16327964567,41996.83672035433,60.82310702205855
2022-01-05,46070,46860,45630,45890,15701400,SSI,Dịch vụ tài chính,44066.0,44885.5,42737.8,32815.935,53.79090183559458,438.7261382765282,47776.98641432234,41994.01358567766,64.0571681976578
2022-01-06,45550,46070,45110,45110,13247500,SSI,Dịch vụ tài chính,44135.0,44889.5,42937.6,32949.985,53.40729001584786,432.81555818578636,47782.04923080519,41996.95076919481,68.52833391343223
2022-01-07,44940,45630,44510,44850,13974400,SSI,Dịch vụ tài chính,44361.0,44793.5,43125.4,33084.235,46.608695652173914,402.5116500442091,47547.38548475749,42039.61451524251,61.942742670141996
2022-01-10,44850,45200,43460,43460,14840200,SSI,Dịch vụ tài chính,44444.0,44663.0,43290.6,33211.235,37.302248126561196,263.2990536364741,47409.54309038991,41916.45690961009,60.52531202022517
2022-01-11,43200,43990,41730,41810,15601500,SSI,Dịch vụ tài chính,44352.0,44433.0,43407.2,33328.485,35.05477308294209,19.60486495650548,47329.86654671453,41536.13345328547,53.64527754644305
2022-01-12,42160,43890,41810,43890,15464300,SSI,Dịch vụ tài chính,44499.0,44337.0,43548.8,33454.985,48.05860805860806,-5.62112178656389,47168.24001101993,41505.75998898007,63.36073869837034
2022-01-13,44330,44420,42460,42460,11392500,SSI,Dịch vụ tài chính,44429.0,44213.0,43673.2,33574.485,49.50943396226415,-139.3950872201749,47148.36046383263,41277.63953616737,59.52156965449611
2022-01-14,42110,42990,41990,42330,6678400,SSI,Dịch vụ tài chính,44090.0,44117.0,43772.2,33686.885,48.87556221889056,-252.9855719647967,47170.47498330743,41063.52501669257,60.20546193606232
2022-01-17,42160,42510,39380,39380,32346300,SSI,Dịch vụ tài chính,43525.0,43804.5,43814.0,33783.535,39.65410747374922,-574.4255748619835,47431.43128227099,40177.56871772901,47.572672986032416
2022-01-18,38500,39210,36640,36770,15992300,SSI,Dịch vụ tài chính,42595.0,43317.5,43775.8,33865.085,34.72147106544078,-1027.925000780153,47903.64790773031,38731.35209226969,40.274765532901995
2022-01-19,38160,39290,37690,39290,11085500,SSI,Dịch vụ tài chính,41935.0,43000.5,43791.6,33959.235,40.45387271830291,-1170.4909327584392,47785.76015351749,38215.23984648251,48.141794311154676
2022-01-20,39470,40160,38640,39730,9055600,SSI,Dịch vụ tài chính,41397.0,42766.0,43809.2,34054.535,33.49862258953168,-1233.7492449037236,47715.221735735206,37816.778264264794,43.711866872388775
2022-01-21,39290,39640,38420,38730,8527900,SSI,Dịch vụ tài chính,40785.0,42573.0,43816.2,34145.285,32.93607800650054,-1349.022859890436,47841.848271231895,37304.151728768105,39.276920543987245
2022-01-24,38070,38500,36030,36030,18790500,SSI,Dịch vụ tài chính,40042.0,42243.0,43761.6,34222.385,25.049701789264418,-1639.3480812060661,48269.13990090367,36216.86009909633,27.902174294402606
2022-01-25,35640,37290,35550,37210,10236600,SSI,Dịch vụ tài chính,39582.0,41967.0,43709.6,34301.735,29.450757575757578,-1753.997777892604,48391.682994432296,35542.317005567704,31.089131382091672
2022-01-26,37380,37720,36860,36900,8416100,SSI,Dịch vụ tài chính,38883.0,41691.0,43669.6,34382.185,30.121065375302663,-1848.5638048932524,48496.71555462954,34885.28444537046,28.691315957022468
2022-01-27,36950,38680,36600,37720,7544500,SSI,Dịch vụ tài chính,38409.0,41419.0,43627.0,34465.735,33.19189061763319,-1836.174637387856,48409.82978283921,34428.17021716079,29.32548322353081
2022-01-28,37640,39160,37550,39160,7793600,SSI,Dịch vụ tài chính,38092.0,41091.0,43557.6,34559.685,39.8871119473189,-1690.67116270541,47843.67401225541,34338.32598774459,33.24365084941756
2022-02-07,39990,40770,39380,39850,9690500,SSI,Dịch vụ tài chính,38139.0,40832.0,43511.4,34659.535,45.17241379310345,-1502.363071000298,47341.525328316966,34322.474671683034,35.98207253053692
2022-02-08,39550,40070,39120,39680,6658100,SSI,Dịch vụ tài chính,38430.0,40512.5,43460.0,34756.235,38.55356171832518,-1351.2685482000088,46549.66515907051,34475.33484092949,31.61683991323025
2022-02-09,39380,40250,39380,39730,8230800,SSI,Dịch vụ tài chính,38474.0,40204.5,43350.6,34855.185,41.9753086419753,-1213.5019728071784,45689.839216109576,34719.160783890424,30.276534776365956
2022-02-10,39810,39900,38760,39210,6996200,SSI,Dịch vụ tài chính,38422.0,39909.5,43210.0,34958.435,41.03448275862069,-1133.2175963847912,44895.94678894175,34923.05321105825,25.959143758596188
2022-02-11,39120,39680,38950,39210,5557600,SSI,Dịch vụ tài chính,38470.0,39627.5,43038.0,35058.035,49.411764705882355,-1057.402571023842,44042.721875571646,35212.278124428354,25.946689588506068
2022-02-14,38680,38850,37900,37900,10485300,SSI,Dịch vụ tài chính,38657.0,39349.5,42865.8,35154.885,54.29657794676806,-1090.4545873817915,43436.65304337874,35262.34695662126,22.016475345621664
2022-02-15,38420,38850,37690,38420,5733800,SSI,Dịch vụ tài chính,38778.0,39180.0,42672.8,35254.035,46.098654708520186,-1062.4417274071748,43115.886177216016,35244.113822783984,21.44966529613408
2022-02-16,38850,39210,38500,39030,4864700,SSI,Dịch vụ tài chính,38991.0,38937.0,42481.6,35355.385,46.90812720848057,-979.7257632970723,42189.22579652445,35684.77420347555,22.580328947806244
2022-02-17,38950,39240,38950,39120,5870700,SSI,Dịch vụ tài chính,39131.0,38770.0,42304.4,35455.685,51.87319884726225,-896.575355366971,41572.435031408095,35967.564968591905,19.699381614986137
2022-02-18,38680,39810,38590,39290,9386200,SSI,Dịch vụ tài chính,39144.0,38618.0,42151.4,35555.985,70.68527918781726,-807.6503878392105,40886.29497756868,36349.70502243132,20.06811567715041
2022-02-21,39380,40330,39380,39990,10975700,SSI,Dịch vụ tài chính,39158.0,38648.5,42073.4,35657.735,68.78378378378378,-672.9353803705599,40975.57881032719,36321.42118967281,20.63440135234478
2022-02-22,39380,39730,38680,39120,7703800,SSI,Dịch vụ tài chính,39102.0,38766.0,41969.2,35757.335,63.94472361809045,-629.1223644863494,40924.9510123401,36607.0489876599,16.61209756546761
2022-02-23,39290,39640,39290,39380,5632600,SSI,Dịch vụ tài chính,39067.0,38770.5,41849.4,35858.635,61.21621621621622,-566.8857011641157,40934.41920269441,36606.58079730559,15.279190649494119
2022-02-24,39210,39990,37770,38760,12752500,SSI,Dịch vụ tài chính,39022.0,38722.0,41724.0,35951.035,46.96048632218845,-561.1232361547954,40838.328499025985,36605.671500974015,12.979852369673402
2022-02-25,39120,40470,38950,39730,15679600,SSI,Dịch vụ tài chính,39074.0,38772.0,41583.2,36049.735,49.12536443148688,-472.83500019415806,40935.84258596651,36608.15741403349,16.537853998864442
2022-02-28,39810,40510,39680,39730,7527000,SSI,Dịch vụ tài chính,39257.0,38957.0,41456.4,36146.685,50.373692077727945,-398.2748723025579,40731.39211236445,37182.60788763555,16.2659248794514
2022-03-01,39990,40250,39470,39990,8804700,SSI,Dịch vụ tài chính,39414.0,39096.0,41328.0,36244.185,51.88405797101449,-314.57933196238446,40723.64796400726,37468.35203599274,16.570283580295463
2022-03-02,39640,39850,38730,38950,12606700,SSI,Dịch vụ tài chính,39406.0,39198.5,41190.8,36335.735,48.24797843665768,-328.38391623191274,40461.1334218192,37935.8665781808,11.517062045488975
2022-03-03,39120,39550,38680,39550,8443700,SSI,Dịch vụ tài chính,39449.0,39290.0,41083.0,36429.885,52.11970074812968,-287.59395899314404,40350.565886685086,38229.434113314914,10.09715041729151
2022-03-04,39990,41200,39940,40510,20515200,SSI,Dịch vụ tài chính,39571.0,39357.5,41008.2,36529.385,67.01434159061279,-175.77739467224455,40547.20805795288,38167.79194204712,13.295891671841394
2022-03-07,40070,40730,39760,40680,11519800,SSI,Dịch vụ tài chính,39640.0,39399.0,40909.2,36627.585,65.43715846994536,-72.60740958126553,40712.50715743451,38085.49284256549,17.68092129210141
2022-03-08,40420,41900,40070,40850,24333500,SSI,Dịch vụ tài chính,39813.0,39457.5,40796.0,36719.335,63.22674418604652,22.612463747347647,40919.522751640994,37995.477248359006,17.274138426147374
2022-03-09,41110,41280,39900,40510,12310400,SSI,Dịch vụ tài chính,39926.0,39496.5,40693.6,36807.885,59.747545582047685,69.83472958888888,41029.042091806296,37963.957908193704,16.597554391976324
2022-03-10,41550,41550,40510,40510,8503400,SSI,Dịch vụ tài chính,40101.0,39561.5,40615.4,36894.135,58.764367816091955,106.03639394236961,41152.05468643063,37970.94531356937,18.46809866600979
2022-03-11,40160,40420,38850,39120,16762700,SSI,Dịch vụ tài chính,40040.0,39557.0,40546.0,36970.185,44.31372549019608,22.30793844787695,41152.24424792144,37961.75575207856,13.483545576605994
2022-03-14,38760,38950,37290,37550,16641300,SSI,Dịch vụ tài chính,39822.0,39539.5,40444.4,37038.235,40.59880239520958,-168.78766558282223,41216.84721635404,37862.15278364596,8.79148245934093
2022-03-15,37420,38330,37380,37640,7812500,SSI,Dịch vụ tài chính,39587.0,39500.5,40342.6,37110.685,39.36430317848411,-309.40345032956975,41317.87201822623,37683.12798177377,8.457894383232091
2022-03-16,37810,38640,37720,38070,7098600,SSI,Dịch vụ tài chính,39499.0,39452.5,40255.6,37178.835,45.68210262828536,-381.7445529051838,41370.13972248785,37534.86027751215,8.726508215905673
2022-03-17,38640,38640,38070,38070,4717000,SSI,Dịch vụ tài chính,39351.0,39400.0,40153.8,37239.385,38.17663817663818,-434.0716896478407,41411.17928222803,37388.82071777197,9.53945757474902
2022-03-18,38210,38680,37980,38070,7818900,SSI,Dịch vụ tài chính,39107.0,39339.0,40000.8,37302.035,38.17663817663818,-470.12204818242753,41436.385841570685,37241.614158429315,8.349022594194077
2022-03-21,38500,38640,38070,38500,6957300,SSI,Dịch vụ tài chính,38889.0,39264.5,39870.2,37360.085,39.63838664812239,-458.707120559302,41370.35624540611,37158.64375459389,8.24072959135668
2022-03-22,38500,38950,38420,38550,6005800,SSI,Dịch vụ tài chính,38659.0,39236.0,39719.8,37409.935,46.7741935483871,-440.5477656345174,41365.38735938671,37106.61264061329,7.761613177263218
2022-03-23,38680,38850,38420,38420,6329400,SSI,Dịch vụ tài chính,38450.0,39188.0,39570.4,37459.535,40.139616055846425,-431.6702338201212,41346.79693591742,37029.20306408258,7.390974569332323
2022-03-24,38640,38640,38030,38070,7095000,SSI,Dịch vụ tài chính,38206.0,39153.5,39429.6,37512.085,26.171875,-447.7158116428036,41362.56529411974,36944.43470588026,8.082651458488554
2022-03-25,38030,38210,37640,37770,7921600,SSI,Dịch vụ tài chính,38071.0,39055.5,39288.0,37572.335,22.285714285714278,-479.1165827387158,41329.81863712146,36781.18136287854,9.992086029429124
2022-03-28,37290,37590,36330,36720,10391600,SSI,Dịch vụ tài chính,37988.0,38905.0,39153.2,37619.435,16.313213703099507,-582.0189921986021,41380.824158367875,36429.175841632125,7.212948025534018
2022-03-29,37290,37290,37030,37070,4040700,SSI,Dịch vụ tài chính,37931.0,38759.0,39058.4,37667.385,21.98697068403908,-628.0876150837139,41308.70710392186,36209.29289607814,8.096651299290748
2022-03-30,36600,37550,36550,36770,6997900,SSI,Dịch vụ tài chính,37801.0,38650.0,38916.0,37704.785,20.962732919254663,-680.9551958047159,41347.437380376556,35952.562619623444,7.216387560660557
2022-03-31,37210,37210,36510,36510,4239600,SSI,Dịch vụ tài chính,37645.0,38498.0,38797.0,37732.435,25.423728813559322,-735.3562325997555,41321.55953028314,35674.44046971686,7.521920216826041
2022-04-01,36510,37290,35980,37290,7804400,SSI,Dịch vụ tài chính,37567.0,38337.0,38696.2,37763.985,47.12389380530973,-707.3757772955796,41042.239360943895,35631.760639056105,6.717770571465029
2022-04-04,37810,39160,37460,39120,14810300,SSI,Dịch vụ tài chính,37629.0,38259.0,38691.0,37812.435,61.82108626198083,-531.4095997519107,40762.20972900165,35755.79027099835,13.240345473625148
2022-04-05,38950,39470,38470,38500,7217300,SSI,Dịch vụ tài chính,37624.0,38141.5,38725.6,37854.485,53.33333333333333,-436.94710053960443,40333.94900318777,35949.05099681223,8.137800854670026
2022-04-06,37980,39030,37980,38760,8151700,SSI,Dịch vụ tài chính,37658.0,38054.0,38715.0,37897.835,55.14157973174367,-337.21782508221804,39970.79996485374,36137.20003514626,10.197896287948057
2022-04-07,38760,39420,38290,38290,9640400,SSI,Dịch vụ tài chính,37680.0,37943.0,38686.2,37943.335,51.532033426183844,-292.7322921730738,39480.55924147746,36405.44075852254,12.905581255255985
2022-04-08,38240,38470,37380,37380,7310200,SSI,Dịch vụ tài chính,37641.0,37856.0,38659.2,37982.785,42.68929503916449,-327.1355664787552,39307.65459136521,36404.34540863479,8.012041449963323
2022-04-12,37460,37720,36160,36330,7028900,SSI,Dịch vụ tài chính,37602.0,37795.0,38665.2,38015.785,37.1824480369515,-434.1223418865775,39395.67748814455,36194.32251185545,7.50438424567405
2022-04-13,36510,37160,35550,36980,8424200,SSI,Dịch vụ tài chính,37593.0,37762.0,38660.6,38051.135,42.15686274509804,-461.14477456352324,39402.84188917253,36121.15811082747,10.302414554554854
2022-04-14,37330,37330,36430,36510,4295500,SSI,Dịch vụ tài chính,37567.0,37684.0,38652.8,38073.735,41.612903225806456,-514.5538625632544,39409.333224870556,35958.666775129444,7.788869266533759
2022-04-15,36330,36600,34640,34770,9691100,SSI,Dịch vụ tài chính,37393.0,37519.0,38593.8,38086.99,36.03351955307262,-689.3381467503496,39668.0551167285,35369.9448832715,3.763690531755981
2022-04-18,34160,34770,32340,32600,16501500,SSI,Dịch vụ tài chính,36924.0,37245.5,38462.6,38087.34,32.63069139966272,-991.5271084724372,40300.59048879685,34190.40951120315,-2.8427034194311975
2022-04-19,32680,33380,30420,30420,12058200,SSI,Dịch vụ tài chính,36054.0,36841.5,38274.0,38075.59,25.712198685171643,-1390.8885216909111,41098.60192996425,32584.398070035746,-7.3340991464775245
2022-04-20,30380,31290,30160,30600,10151300,SSI,Dịch vụ tài chính,35264.0,36444.0,38092.4,38057.29,27.266028002947678,-1673.5689619995028,41448.441816500315,31439.558183499685,-4.162875040828851
2022-04-21,30080,31990,29990,31340,12545000,SSI,Dịch vụ tài chính,34522.0,36090.0,37924.6,38041.49,31.60142348754448,-1816.9388914492592,41491.773587881755,30688.22641211824,-4.539072299178175
2022-04-22,31730,31860,30420,31340,7067400,SSI,Dịch vụ tài chính,33827.0,35753.5,37767.2,38029.89,27.581009796533536,-1908.559902938956,41465.508679781124,30041.49132021888,-7.083366539297322
2022-04-25,31290,31510,29160,29160,11146000,SSI,Dịch vụ tài chính,33005.0,35323.0,37566.2,38018.99,13.436123348017617,-2132.4959101979694,41658.859846934756,28987.140153065244,-13.295114436448731
2022-04-26,28250,29990,27250,29990,12730000,SSI,Dịch vụ tài chính,32371.0,34986.5,37408.0,38006.59,19.233550253073034,-2217.4315750282694,41712.794905659044,28260.205094340952,-8.666449961098824
2022-04-27,29680,30080,29300,29900,5114300,SSI,Dịch vụ tài chính,31663.0,34628.0,37237.6,37994.045,17.56954612005856,-2265.886223256821,41644.75468545036,27611.24531454964,-10.87014829707962
2022-04-28,29820,30110,28950,29120,6207900,SSI,Dịch vụ tài chính,30924.0,34245.5,37039.4,37982.945,17.179670722977804,-2340.2494237406463,41596.68028475343,26894.319715246573,-13.253902268381594
2022-04-29,29120,29730,28820,29160,9311700,SSI,Dịch vụ tài chính,30363.0,33878.0,36840.2,37981.295,18.62595419847328,-2368.650798208135,41483.01939511006,26272.980604889945,-14.34841304760945
2022-05-04,29160,29380,27810,27810,7448400,SSI,Dịch vụ tài chính,29884.0,33404.0,36610.6,37966.045,18.208955223880594,-2471.601723523603,41290.13546875649,25517.864531243515,-20.055399944821353
2022-05-05,28250,28470,26330,26950,10130600,SSI,Dịch vụ tài chính,29537.0,32795.5,36349.8,37948.945,13.152094048493751,-2592.6988675910034,40702.64393843681,24888.356061563187,-22.77136062986287
2022-05-06,26070,26690,25070,25070,15138700,SSI,Dịch vụ tài chính,28984.0,32124.0,36068.8,37914.395,11.917443408788273,-2808.000631545907,40268.842475294936,23979.157524705064,-29.54889369511106
2022-05-09,24730,24770,23340,23340,19409400,SSI,Dịch vụ tài chính,28184.0,31353.0,35748.0,37873.895,11.925383077948041,-3082.6900405527886,39767.78673464003,22938.21326535997,-34.793522422224484
2022-05-10,22600,24380,22550,24260,15410200,SSI,Dịch vụ tài chính,27476.0,30651.5,35458.0,37848.445,19.694767441860463,-3189.381856264132,38969.99752374981,22333.002476250193,-32.96354335809322
2022-05-11,24380,24430,23770,24080,6152600,SSI,Dịch vụ tài chính,26968.0,29986.5,35145.0,37811.995,23.044217687074834,-3250.985052547785,38165.48533148408,21807.51466851592,-33.346914262435895
2022-05-12,23690,23950,22430,22430,15874500,SSI,Dịch vụ tài chính,26212.0,29291.5,34799.0,37770.845,19.123204837490547,-3393.8253339375697,37562.632487850686,21020.367512149314,-37.083989540606964
2022-05-13,22600,23120,21770,22430,25052800,SSI,Dịch vụ tài chính,25465.0,28564.0,34447.8,37727.545,14.331465172137712,-3467.061163129707,36542.09210803,20585.907891969993,-38.03866187247556
2022-05-16,23810,24000,23640,23730,18681800,SSI,Dịch vụ tài chính,24926.0,27925.0,34143.4,37695.595,22.407541696881793,-3381.2252895551173,35243.31876004895,20606.681239951053,-34.91877309398719
2022-05-17,23470,25340,23380,25340,19673100,SSI,Dịch vụ tài chính,24544.0,27453.5,33859.2,37671.045,35.552193645990926,-3147.0094308906373,34099.1389340759,20807.861065924106,-31.82710594102911
2022-05-18,25380,26030,24860,24900,24752200,SSI,Dịch vụ tài chính,24253.0,27068.5,33547.0,37640.745,30.163678877630545,-2962.743337282962,33340.42331787174,20796.576682128256,-33.71520283388887
2022-05-19,24000,25210,24000,24770,19089300,SSI,Dịch vụ tài chính,24035.0,26786.0,33228.8,37608.595,30.069930069930066,-2794.9822287608986,32929.979166631354,20642.020833368642,-34.96829003341276
2022-05-20,25030,25640,24690,24730,16547700,SSI,Dịch vụ tài chính,24001.0,26492.5,32906.4,37571.495,31.904369332234126,-2634.884696685087,32426.575993340244,20558.424006659756,-34.90938793251305
2022-05-23,24770,24900,23030,23030,30832900,SSI,Dịch vụ tài chính,23970.0,26077.0,32556.8,37524.1,27.773749093546044,-2615.037516891389,31739.449163243404,20414.550836756596,-40.60482660677078
2022-05-24,22950,24430,21860,24430,21835700,SSI,Dịch vụ tài chính,23987.0,25731.5,32235.2,37482.5,37.78901734104047,-2458.005823128329,30859.890637063047,20603.109362936953,-36.92568529183704
2022-05-25,24430,25470,24340,25030,17343300,SSI,Dịch vụ tài chính,24082.0,25525.0,31953.4,37439.4,42.93078055964654,-2259.1005835917094,30398.375572812376,20651.624427187624,-35.758992904047005
2022-05-26,25120,26250,25030,25600,29090600,SSI,Dịch vụ tài chính,24399.0,25305.5,31714.4,37398.3,52.15973920130399,-2032.0483237428816,29704.478230644516,20906.521769355484,-34.289519123953035
2022-05-27,25470,26470,25430,25990,21093000,SSI,Dịch vụ tài chính,24755.0,25110.0,31481.4,37357.05,62.12259835315645,-1799.890019602146,28962.87315894872,21257.12684105128,-33.77354603110091
2022-05-30,26120,26690,25640,25990,14626400,SSI,Dịch vụ tài chính,24981.0,24953.5,31239.8,37319.05,58.641358641358636,-1597.4880432001191,28347.502605215657,21559.497394784343,-33.93859241945147
2022-05-31,25550,26120,25210,25780,18324500,SSI,Dịch vụ tài chính,25025.0,24784.5,30994.0,37271.4,58.46613545816733,-1437.4581409683342,27580.500715307513,21988.499284692487,-36.0833095975089
2022-06-01,25640,25990,24950,25690,14547600,SSI,Dịch vụ tài chính,25104.0,24678.5,30746.4,37223.0,69.22169811320755,-1302.8767857614548,27131.221581813734,22225.778418186266,-36.47540286328063
2022-06-02,25730,26250,25030,25210,19231800,SSI,Dịch vụ tài chính,25148.0,24591.5,30480.6,37177.25,65.51339285714286,-1220.8785526419742,26817.974910327066,22365.025089672934,-36.16957725277897
2022-06-03,25030,25810,25030,25430,17260500,SSI,Dịch vụ tài chính,25218.0,24609.5,30218.2,37132.6,60.786802030456855,-1125.1719192561504,26857.975272853077,22361.024727146923,-36.0187407834906
2022-06-06,25690,25990,25030,25210,13164700,SSI,Dịch vụ tài chính,25436.0,24703.0,29954.0,37082.95,48.99845916795069,-1054.9154752159047,26883.700997868666,22522.299002131334,-36.41410984322682
2022-06-07,24950,25170,23690,24510,18575400,SSI,Dịch vụ tài chính,25444.0,24715.5,29682.8,37020.65,47.11111111111111,-1043.6898797403155,26888.361077740137,22542.638922259863,-37.927127681734284
2022-06-08,24770,25860,24510,25470,15160100,SSI,Dịch vụ tài chính,25488.0,24785.0,29436.8,36965.5,54.617414248021106,-946.4197991854744,26961.19174851756,22608.80825148244,-35.19663584120453
2022-06-09,25520,25730,25070,25210,7971900,SSI,Dịch vụ tài chính,25449.0,24924.0,29206.6,36912.3,53.07692307692308,-880.1663765378325,26801.47198451314,23046.52801548686,-34.7606701196199
2022-06-10,24860,25210,24210,24210,15662200,SSI,Dịch vụ tài chính,25271.0,25013.0,28949.4,36846.7,58.309859154929576,-898.0001180356885,26526.07424940439,23499.92575059561,-37.51549267467627
2022-06-13,23030,23470,22550,22550,20886700,SSI,Dịch vụ tài chính,24927.0,24954.0,28665.0,36773.35,37.22826086956522,-1034.160455470923,26744.3413376402,23163.6586623598,-42.16780303958086
2022-06-14,22080,22340,20990,21170,18121100,SSI,Dịch vụ tài chính,24466.0,24745.5,28358.2,36690.45,26.289926289926285,-1239.1389482709383,27196.085107361338,22294.914892638662,-45.379193118160934
2022-06-15,21290,21510,19680,19680,19494300,SSI,Dịch vụ tài chính,23865.0,24484.5,28006.0,36606.6,17.328918322295806,-1504.4737907977797,27818.487497213973,21150.512502786027,-49.125845773615275
2022-06-16,20340,20340,19080,19250,13558700,SSI,Dịch vụ tài chính,23269.0,24208.5,27608.6,36518.25,12.967032967032964,-1729.5142082669809,28276.176305498746,20140.823694501254,-50.8722749718965
2022-06-17,18130,18680,17910,17910,20938200,SSI,Dịch vụ tài chính,22517.0,23867.5,27196.8,36425.85,11.302681992337156,-1993.012948924992,28802.167375341858,18932.832624658142,-54.33433285761478
2022-06-20,17950,18510,16690,16690,18264500,SSI,Dịch vụ tài chính,21665.0,23550.5,26755.4,36327.05,10.305676855895186,-2274.067370250501,29434.86456346729,17666.13543653271,-57.354138124963235
